CMDLINE xvfb-run /usr/bin/python3 train.py --config ../exps/templates/bc.json --dataset /home/zhangel9/snap/snapd-desktop-integration/83/Desktop/Working/Behaviour-Cloning/robomimic/robomimic/datasets/lift/ph/low_dim_v141.hdf5
MEM 1.000000 1720035928.2947
MEM 1.500000 1720035928.3949
MEM 1.500000 1720035928.4952
MEM 1.500000 1720035928.5955
MEM 1.500000 1720035928.6958
MEM 1.500000 1720035928.7961
MEM 1.500000 1720035928.8964
MEM 1.500000 1720035928.9970
MEM 1.500000 1720035929.0977
MEM 1.500000 1720035929.1983
MEM 1.500000 1720035929.2990
MEM 1.500000 1720035929.3997
MEM 1.500000 1720035929.5005
MEM 1.500000 1720035929.6012
MEM 1.500000 1720035929.7018
MEM 1.500000 1720035929.8026
MEM 1.500000 1720035929.9033
MEM 1.500000 1720035930.0040
MEM 1.500000 1720035930.1048
MEM 1.500000 1720035930.2055
MEM 1.500000 1720035930.3058
MEM 1.500000 1720035930.4062
MEM 1.500000 1720035930.5065
MEM 1.500000 1720035930.6068
MEM 1.500000 1720035930.7071
MEM 1.500000 1720035930.8074
MEM 1.500000 1720035930.9077
MEM 1.500000 1720035931.0080
MEM 1.500000 1720035931.1083
MEM 1.500000 1720035931.2086
MEM 1.500000 1720035931.3089
MEM 1.500000 1720035931.4092
MEM 1.500000 1720035931.5095
MEM 1.500000 1720035931.6097
MEM 1.500000 1720035931.7100
MEM 1.500000 1720035931.8102
MEM 1.500000 1720035931.9104
MEM 1.500000 1720035932.0106
MEM 1.500000 1720035932.1109
MEM 1.500000 1720035932.2111
MEM 1.500000 1720035932.3114
MEM 1.500000 1720035932.4116
MEM 1.500000 1720035932.5118
MEM 1.500000 1720035932.6120
MEM 1.500000 1720035932.7123
MEM 1.500000 1720035932.8125
MEM 1.500000 1720035932.9127
MEM 1.500000 1720035933.0129
MEM 1.500000 1720035933.1132
MEM 1.500000 1720035933.2134
MEM 1.500000 1720035933.3136
MEM 1.500000 1720035933.4139
MEM 1.500000 1720035933.5141
MEM 1.500000 1720035933.6143
MEM 1.500000 1720035933.7145
MEM 1.500000 1720035933.8148
MEM 1.500000 1720035933.9150
MEM 1.500000 1720035934.0152
MEM 1.500000 1720035934.1154
MEM 1.500000 1720035934.2157
MEM 1.500000 1720035934.3159
MEM 1.500000 1720035934.4161
MEM 1.500000 1720035934.5164
MEM 1.500000 1720035934.6166
MEM 1.500000 1720035934.7168
MEM 1.500000 1720035934.8170
MEM 1.500000 1720035934.9172
MEM 1.500000 1720035935.0175
MEM 1.500000 1720035935.1177
MEM 1.500000 1720035935.2179
MEM 1.500000 1720035935.3181
MEM 1.500000 1720035935.4184
MEM 1.500000 1720035935.5186
MEM 1.500000 1720035935.6189
MEM 1.500000 1720035935.7191
MEM 1.500000 1720035935.8193
MEM 1.500000 1720035935.9195
MEM 1.500000 1720035936.0198
MEM 1.500000 1720035936.1200
MEM 1.500000 1720035936.2202
MEM 1.500000 1720035936.3204
MEM 1.500000 1720035936.4206
MEM 1.500000 1720035936.5208
MEM 1.500000 1720035936.6210
MEM 1.500000 1720035936.7213
MEM 1.500000 1720035936.8215
MEM 1.500000 1720035936.9217
MEM 1.500000 1720035937.0219
MEM 1.500000 1720035937.1221
MEM 1.500000 1720035937.2224
MEM 1.500000 1720035937.3226
MEM 1.500000 1720035937.4228
MEM 1.500000 1720035937.5230
MEM 1.500000 1720035937.6233
MEM 1.500000 1720035937.7235
MEM 1.500000 1720035937.8237
MEM 1.500000 1720035937.9240
MEM 1.500000 1720035938.0242
MEM 1.500000 1720035938.1245
MEM 1.500000 1720035938.2247
MEM 1.500000 1720035938.3249
MEM 1.500000 1720035938.4251
MEM 1.500000 1720035938.5254
MEM 1.500000 1720035938.6256
MEM 1.500000 1720035938.7258
MEM 1.500000 1720035938.8260
MEM 1.500000 1720035938.9262
MEM 1.500000 1720035939.0265
MEM 1.500000 1720035939.1267
MEM 1.500000 1720035939.2269
MEM 1.500000 1720035939.3271
MEM 1.500000 1720035939.4273
MEM 1.500000 1720035939.5276
MEM 1.500000 1720035939.6278
MEM 1.500000 1720035939.7280
MEM 1.500000 1720035939.8282
MEM 1.500000 1720035939.9284
MEM 1.500000 1720035940.0287
MEM 1.500000 1720035940.1289
MEM 1.500000 1720035940.2291
MEM 1.500000 1720035940.3293
MEM 1.500000 1720035940.4295
MEM 1.500000 1720035940.5298
MEM 1.500000 1720035940.6300
MEM 1.500000 1720035940.7302
MEM 1.500000 1720035940.8304
MEM 1.500000 1720035940.9307
MEM 1.500000 1720035941.0309
MEM 1.500000 1720035941.1311
MEM 1.500000 1720035941.2313
MEM 1.500000 1720035941.3315
MEM 1.500000 1720035941.4318
MEM 1.500000 1720035941.5320
MEM 1.500000 1720035941.6322
MEM 1.500000 1720035941.7324
MEM 1.500000 1720035941.8327
MEM 1.500000 1720035941.9329
MEM 1.500000 1720035942.0331
MEM 1.500000 1720035942.1333
MEM 1.500000 1720035942.2335
MEM 1.500000 1720035942.3338
MEM 1.500000 1720035942.4340
MEM 1.500000 1720035942.5342
MEM 1.500000 1720035942.6344
MEM 1.500000 1720035942.7346
MEM 1.500000 1720035942.8349
MEM 1.500000 1720035942.9351
MEM 1.500000 1720035943.0353
MEM 1.500000 1720035943.1355
MEM 1.500000 1720035943.2357
MEM 1.500000 1720035943.3360
MEM 1.500000 1720035943.4362
MEM 1.500000 1720035943.5364
MEM 1.500000 1720035943.6367
MEM 1.500000 1720035943.7369
MEM 1.500000 1720035943.8372
MEM 1.500000 1720035943.9374
MEM 1.500000 1720035944.0376
MEM 1.500000 1720035944.1378
MEM 1.500000 1720035944.2380
MEM 1.500000 1720035944.3382
MEM 1.500000 1720035944.4385
MEM 1.500000 1720035944.5387
MEM 1.500000 1720035944.6389
MEM 1.500000 1720035944.7391
MEM 1.500000 1720035944.8393
MEM 1.500000 1720035944.9396
MEM 1.500000 1720035945.0398
MEM 1.500000 1720035945.1400
MEM 1.500000 1720035945.2403
MEM 1.500000 1720035945.3406
